location,Year,Month,Tmax,Tmin,RH,Wind Speed,Rainfall
Deothang,2009,5,25.4,19.6,80,0.18,286.68
Deothang,2009,6,26.7,21,88,0.18,660.1
Deothang,2009,7,26.9,21.9,90,0.18,928.4
Deothang,2009,8,26.6,21.8,89,0.2,727.4
Deothang,2009,9,26.7,21.3,81,0.3,225.3
Deothang,2009,10,25,18.9,75,0.63,178
Deothang,2009,11,22.2,15,68,0.86,4
Deothang,2009,12,20.1,11.7,69,0.71,7.2
Deothang,2010,1,21.12903226,11.51612903,48.38709677,0.964516129,0.8
Deothang,2010,2,20.08928571,12.96428571,56.39285714,0.9178571429,0
Deothang,2010,3,22.91935484,16.46774194,73.16129032,0.8806451613,170.4
Deothang,2010,4,23.0862069,18.46551724,83.48275862,0.6793103448,391.9
Deothang,2010,5,23.87096774,19.70967742,86.48387097,0.3806451613,495.8
Deothang,2010,6,24.71666667,20.8,94,0.2222222222,826.7
Deothang,2010,7,26.08064516,21.5483871,92.09677419,0.1666666667,646.4
Deothang,2010,8,26.11290323,21.58064516,92.12903226,0.2090909091,389.5
Deothang,2010,9,25.25,21.11666667,90.23333333,0.2642857143,378.1
Deothang,2010,10,25.27419355,19.03225806,78.51612903,0.5806451613,113
Deothang,2010,11,22.53333333,15.66666667,67.96666667,0.89,9
Deothang,2010,12,21.01612903,11.72580645,55.22580645,1,0
Deothang,2011,1,18.9516129,10.11290323,62.06451613,0.9806451613,0.8
Deothang,2011,2,21.96428571,13.08928571,59.28571429,1.053571429,4
Deothang,2011,3,23.14516129,16.40322581,63.48387097,1.156774194,14.4
Deothang,2011,4,23.8,17.6,73.46666667,1.046666667,72.4
Deothang,2011,5,24.91935484,19.24193548,88.80645161,0.435483871,186.2
Deothang,2011,6,25.48333333,21.45,89,0.424,348.6
Deothang,2011,7,25.25806452,21.9516129,92.16129032,0.1638709677,471.6
Deothang,2011,8,27.62903226,21.64516129,87.61290323,0.315483871,467.3
Deothang,2011,9,28.03333333,21.38333333,85.23333333,0.468,305
Deothang,2011,10,27.87096774,18.61290323,70.06451613,0.8751612903,345
Deothang,2011,11,22.83333333,14.31666667,59.63333333,0.9393333333,3.2
Deothang,2011,12,21.79032258,12.30645161,57.67741935,0.8719354839,12.7
Deothang,2012,1,17.48387097,9.838709677,68,0.8290322581,8
Deothang,2012,2,20.93103448,12.22413793,56.51724138,0.9827586207,0
Deothang,2012,3,23.12903226,15.33870968,55.41935484,1.029032258,23.9
Deothang,2012,4,23.3,17.98333333,80.23333333,0.7433333333,426.5
Deothang,2012,5,26.37096774,21.9516129,75.48387097,0.7870967742,300
Deothang,2012,6,25.15517241,21.05172414,91.86666667,0.3473684211,1393.1
Deothang,2012,7,27.32258065,21.87096774,92.64516129,0.3375,703.8
Deothang,2012,8,28.59677419,21.88709677,87.25806452,0.2703703704,336.1
Deothang,2012,9,26.13333333,20.3,88.13333333,0.3153846154,815.1
Deothang,2012,10,25.19354839,16.66129032,72.61290323,0.7448275862,170.8
Deothang,2012,11,22.58333333,13.65,54,1.082758621,0
Deothang,2012,12,20.83870968,11.58064516,60.29032258,0.8290322581,0
Deothang,2013,1,19.69354839,9.548387097,50.25806452,0.9709677419,0
Deothang,2013,2,22.17857143,13.55357143,47,1.050714286,0
Deothang,2013,3,24.74193548,16.27419355,55.77419355,0.9935483871,103.2
Deothang,2013,4,23.81666667,17.75,75.23333333,0.8766666667,145.8
Deothang,2013,5,24.98387097,19.79032258,86.25806452,0.5870967742,332.2
Deothang,2013,6,28.25862069,21.70689655,86.82758621,0.3592592593,534.4
Deothang,2013,7,28.14516129,21.62903226,90.48387097,0.24,552
Deothang,2013,8,28.11290323,21.46774194,90.35483871,0.145,430
Deothang,2013,9,27.25,20.3,85.56666667,0.2666666667,508.1
Deothang,2013,10,26.03225806,17.75806452,74.12903226,0.5103448276,243.2
Deothang,2013,11,22.81666667,13.6,54.4,0.91,2.3
Deothang,2013,12,18.77419355,8.741935484,62.22580645,0.8387096774,5.5
Deothang,2014,1,20.40322581,10.90322581,58.93548387,0.9170967742,0
Deothang,2014,2,20.58928571,11.60714286,61.82142857,0.9032142857,33.7
Deothang,2014,3,23.48387097,15.25806452,58.25806452,0.9870967742,55.6
Deothang,2014,4,27.8,18.66666667,55.56666667,1.013333333,44.5
Deothang,2014,5,26.06451613,19.62903226,83.64516129,0.6096774194,789.7
Deothang,2014,6,26.5,21.51666667,87.46666667,0.17,861
Deothang,2014,7,28.11290323,22.48387097,87.38709677,0.003225806452,842.9
Deothang,2014,8,26.88709677,21.79032258,88.96774194,0.01612903226,714.1
Deothang,2014,9,26.11666667,20.48333333,86.7,0.04,386.1
Deothang,2014,10,26.24193548,17.88709677,66.74193548,0.8096774194,13.8
Deothang,2014,11,23.61666667,14.7,66.53333333,0.9066666667,0.8
Deothang,2014,12,20.88709677,12.22580645,59.58064516,0.8774193548,0.2
Deothang,2015,1,19.62903226,10.4516129,57.03225806,0.835483871,11.5
Deothang,2015,2,19.07142857,7.732142857,56.57142857,0.9857142857,4.2
Deothang,2015,3,21.62903226,11.33870968,56.90322581,0.9483870968,74.2
Deothang,2015,4,23.41666667,13.61666667,77.9,0.7633333333,190
Deothang,2015,5,25.56451613,17.0483871,82.90322581,0.2870967742,471.3
Deothang,2015,6,27.1,18.68333333,89.76666667,0.04333333333,942.5
Deothang,2015,7,28.59677419,22.74193548,87.03225806,0.1387096774,386.3
Deothang,2015,8,26.91935484,19.03225806,91.5483871,0.2032258065,1119.5
Deothang,2015,10,26.5,16.64516129,71.80645161,0.7580645161,524
Deothang,2015,11,23.15,12.83333333,61.66666667,0.9766666667,93.2
Deothang,2015,12,19.67741935,9.564516129,65.12903226,0.9548387097,7.9
Deothang,2016,1,20.11290323,8.64516129,68,0.9193548387,39.4
Deothang,2016,2,23.27586207,12.01724138,69.03448276,0.9344827586,14
Deothang,2016,3,25.33870968,14.98387097,65.4516129,0.9838709677,156.6
Deothang,2016,4,25.65,17.36666667,77.7,0.7533333333,269.5
Deothang,2016,5,26.575,18.025,80.55,0.4166666667,186.9
Deothang,2016,6,28.16666667,20.6,86.73333333,0.33,520.7
Deothang,2016,7,28.06451613,20.87096774,92.32258065,0.02903225806,900.6
Deothang,2016,8,29.98387097,21.66129032,84.25806452,0.4677419355,222.4
Deothang,2016,9,27.5,20.35,89.96666667,0.1466666667,431
Deothang,2016,10,27.79032258,17.88709677,69.03225806,0.8258064516,201.3
Deothang,2016,11,25.55172414,14.37931034,59.73333333,0.8633333333,21
Deothang,2016,12,23.79032258,12.51612903,53.12903226,0.8806451613,1.1
Deothang,2017,1,22.53225806,10.87096774,51.03225806,1,5.2
Deothang,2017,2,23.625,12.78571429,56.78571429,0.9892857143,39.8
Deothang,2017,3,23.98387097,13.70967742,66.4516129,0.8388387097,66.1
Deothang,2017,4,25.55,16.85,78.16666667,0.5641666667,262.6
Deothang,2017,5,27.30645161,18.96774194,80.96774194,0.4,148.3
Deothang,2017,6,27.83333333,20.33333333,87.3,0.18,830.6
Deothang,2017,7,28.87096774,20.87096774,86.83870968,0.2161290323,490.1
Deothang,2017,8,27.95,21.26666667,92.2,0.1666666667,787.1
Deothang,2017,9,27.78333333,20.63333333,92.86666667,0.16,664
Deothang,2017,10,27.14516129,18.08064516,79.35483871,0.5741935484,175.5
Deothang,2017,11,25.63333333,14.13333333,56.7,0.9906666667,12.4
Deothang,2017,12,23.40322581,12,59.29032258,0.9709677419,0
Deothang,2018,1,21.14516129,10.08064516,62.4516129,0.7677419355,0
Deothang,2018,2,21.60714286,11.67857143,67.71428571,0.7035714286,13
Deothang,2018,3,24.59677419,14.53225806,69.19354839,0.8270967742,146.6
Deothang,2018,4,25.81666667,16.75,70.7,0.786,132.3
Deothang,2018,5,26.24193548,18.27419355,76.77419355,0.7806451613,387.8
Deothang,2018,6,27.78333333,20.9,89.3,0.4155333333,825.9
Deothang,2018,7,28.5483871,21.5,88.61290323,0.2396451613,637.5
Deothang,2018,8,28.93548387,21.29032258,90,0.3647096774,371.9
Deothang,2018,9,27.23333333,19.98333333,91.2,0.272,673.8
Deothang,2018,10,26.14516129,16.17741935,69.70967742,0.8063548387,39
Deothang,2018,11,23.31666667,13.26666667,60.06666667,1.129966667,35.4
Deothang,2018,12,20.88709677,11.09677419,59.35483871,1.105129032,14.2
Deothang,2019,1,21.09677419,10.58064516,49.4516129,1.1,0
Deothang,2019,2,21.10714286,11.67857143,65.67857143,1.015714286,102.1
Deothang,2019,3,22.43548387,13.98387097,75.70967742,0.7832258065,79.8
Deothang,2019,4,24.68333333,17,78.66666667,0.952,529
Deothang,2019,5,24.93548387,18.11290323,93.51612903,0.245483871,753.5
Deothang,2019,6,27.55,20.75,89.3,0.5506666667,885
Deothang,2019,7,26.51612903,20.96774194,93.09677419,0.1229032258,1287.2
Deothang,2019,8,28.77419355,21.48387097,87.09677419,0.5135483871,258.6
Deothang,2019,9,25.46551724,20.65517241,84.13333333,0.4443333333,274.9
Deothang,2019,10,24.37096774,17.72580645,70.25806452,0.6983870968,55.8
Deothang,2019,11,23.26666667,16.16666667,41.7,0.96,14.8
Deothang,2019,12,19.82258065,11.11290323,55.19354839,1.023548387,0
Deothang,2020,1,18,10,67.03225806,0.9041935484,23.8
Deothang,2020,2,19.79310345,11.67241379,65.89655172,0.9493103448,46.9
Deothang,2020,3,22.56451613,14.98387097,65.38709677,1.038064516,55.1
Deothang,2020,4,24.71666667,16.11666667,77.9,0.966,193.2
Deothang,2020,5,24.85483871,18.01612903,86.29032258,0.6541935484,572.1
Deothang,2020,6,25.93333333,20.4,95.53333333,0.2333333333,991
Deothang,2020,7,25.09677419,20.22580645,98.96774194,0.12,1656.1
Deothang,2020,8,27.03333333,21.6,93.7,0.07482758621,470.6
Deothang,2020,9,25.6,20.61666667,95.53333333,0.01666666667,727
Deothang,2020,10,26.77419355,18.79032258,82.22580645,0.5270967742,88.8
Deothang,2020,11,24.86666667,14.06666667,60.36666667,0.9616666667,0
Deothang,2020,12,21.32258065,11.30645161,61.87096774,0.6238709677,0
Deothang,2021,1,19.4516129,10.77419355,70.83870968,0.6179677419,51
Deothang,2021,2,21.39285714,12.46428571,53.17857143,0.9546428571,32.2
Deothang,2021,3,23.77419355,15.58064516,61.06451613,1.000645161,49.1
Deothang,2021,4,26.48333333,17.5,63.46666667,0.8796666667,25.1
Deothang,2021,5,25.4516129,19.30645161,85.32258065,0.3158064516,429.2
Deothang,2021,6,26.03333333,20.91666667,93.43333333,0.2286206897,880.2
Deothang,2021,7,26.17741935,21.29032258,92.09677419,0.22,339.2
Deothang,2021,8,26.03225806,21.30645161,94.35483871,0.5635483871,667.9
Deothang,2021,9,28.88333333,21,79.23333333,0.7016666667,189.4
Deothang,2021,10,27.5,19.03225806,73.67741935,0.7835483871,119.2
Deothang,2021,11,25.25,14.46666667,57.83333333,0.964,0.2
Deothang,2021,12,22.88709677,12.41935484,56.25806452,0.8335483871,0.8
Haa,2000,1,10.9,-4.1,81,1.24,0
Haa,2000,2,8.6,-3.7,82,1.48,16.2
Haa,2000,3,9.6,0.5,70,1.4,36.6
Haa,2000,4,16.4,5.3,74,1.41,70.6
Haa,2000,5,18,9,79,1.15,122.8
Haa,2000,6,19.3,13,85,0.75,164.5
Haa,2000,7,19.9,14,86,0.76,143
Haa,2000,8,19.2,13.4,89,0.63,144
Haa,2000,9,17.5,11.6,88,0.52,144.1
Haa,2000,10,20.4,5.3,76,0.69,0
Haa,2000,11,15.1,1.5,73,0.77,0
Haa,2000,12,11.1,-4.2,68,0.84,0
Haa,2001,1,11.1,-5.2,81,1.03,3.8
Haa,2001,2,11.9,-4.1,69,1.28,9.4
Haa,2001,3,12.1,0.3,68,1.24,23.8
Haa,2001,4,14.9,4.9,75,1.38,126.2
Haa,2001,5,17.6,9.4,77,0.98,97
Haa,2001,6,20.8,12.8,78,1.01,158.5
Haa,2001,7,21.7,13.3,82,0.97,240.2
Haa,2001,8,20,14.1,88,0.7,180.9
Haa,2001,9,18.1,11.9,90,0.61,161.3
Haa,2001,10,16.2,5.9,79,0.72,82.6
Haa,2001,11,13.8,0.9,68,0.9,0
Haa,2001,12,11.1,-3.3,75,0.98,0
Haa,2002,1,9.6,-5.6,73,0.8967741935,27.4
Haa,2002,2,11.6,-2.1,71,1.221428571,5
Haa,2002,3,12.9,3.4,68,1.370967742,31.9
Haa,2002,4,14.9,5.1,73,1.461333333,57.7
Haa,2002,5,18.1,7.5,75,1.151612903,71.7
Haa,2002,6,19.2,10.8,84,0.9133333333,113.4
Haa,2002,7,20.1,13.8,83,0.8161290323,215.7
Haa,2002,8,20.1,12.1,79,0.7806451613,197.6
Haa,2002,9,18.8,12.4,78,0.6655172414,146.9
Haa,2002,10,16,6.5,72,0.6933333333,28.4
Haa,2002,11,15,-0.5,71,0.8633333333,0
Haa,2002,12,13.6,-4.5,67,0.8695652174,0
Haa,2003,1,10.5,-6,70,1.119032258,23.8
Haa,2003,2,11.5,-4.6,75,1.188571429,51.7
Haa,2003,3,13.4,-1.4,73,1.439032258,5.5
Haa,2003,4,16.9,4.8,73,1.356666667,41.2
Haa,2003,5,18.1,8.1,73,1.099677419,53.2
Haa,2003,6,19.5,12.2,80,1.042,164.8
Haa,2003,7,20.4,13.1,83,0.8448387097,187.1
Haa,2003,8,22.4,14.1,85,0.8087096774,114.7
Haa,2003,9,19.9,13.8,82,0.5903333333,185.4
Haa,2003,10,15.6,7.6,80,0.9309677419,115.7
Haa,2003,11,13.1,1.6,65,0.909,0
Haa,2003,12,10.3,-3.4,77,1.048387097,16.5
Haa,2004,1,9.8,-5.2,76,1.038709677,31.4
Haa,2004,2,10.4,-2.9,72,1.596551724,2.8
Haa,2004,3,14.7,2.8,72,1.577419355,27.4
Haa,2004,4,14.6,6.9,70,1.493333333,45.9
Haa,2004,5,16.9,11.2,77,1.3,35.6
Haa,2004,6,18.6,13,79,1.143333333,131.8
Haa,2004,7,20.8,14.6,83,0.8096774194,142.3
Haa,2004,8,21.3,15,78,0.9,143.9
Haa,2004,9,18.8,12.7,54,0.75,79
Haa,2004,10,15.5,7.2,83,0.9451612903,88.4
Haa,2004,11,11.6,0.5,54,0.95,0
Haa,2004,12,10.2,-2.1,72,1.019354839,0
Haa,2005,1,11.4,-3.6,70,1.000322581,23
Haa,2005,2,10.7,0.9,86,0.9714285714,91.8
Haa,2005,3,12.7,3.8,78,1.374193548,39.2
Haa,2005,4,13.7,5.6,69,1.363333333,41.1
Haa,2005,5,16,9.5,73,1.364516129,42.8
Haa,2005,6,20.3,13.6,80,1.036666667,50.4
Haa,2005,7,18.9,15.4,83,1.190322581,139.4
Haa,2005,8,19.7,16,82,1.283870968,152.8
Haa,2005,9,20,13.2,83,0.84,91.5
Haa,2005,10,14.6,7.1,81,0.8129032258,160.2
Haa,2005,11,11.2,0.8,62,0.9379310345,0
Haa,2005,12,11.5,-3.8,57,1.061290323,0
Haa,2006,1,11.1,-2.6,68,0.9823333333,0
Haa,2006,2,13.5,0.1,71,1.185862069,8
Haa,2006,3,15.9,1,59,0.44,53
Haa,2006,4,16.4,1.5,53,0.14,62.9
Haa,2006,5,19.5,8.9,66,0.13,46.5
Haa,2006,6,20.5,12.3,65,0.12,70
Haa,2006,7,23.1,13.9,69,0.14,249.9
Haa,2006,8,22.4,11.9,73,0.1,166.9
Haa,2006,9,20,10.7,74,0.11,121.9
Haa,2006,10,17.6,3.1,63,0.18,25.3
Haa,2006,11,14.5,-0.6,63,0.3,32.6
Haa,2006,12,13.2,-2.8,66,0.11,0
Haa,2007,1,12.1,-6.6,68,0.11,0
Haa,2007,2,10,-4,76,0.09,55.2
Haa,2007,3,13.9,-1.4,63,0.12,24.4
Haa,2007,4,18,4.9,56,0.11,25.1
Haa,2007,5,20.8,8,57,0.12,25.8
Haa,2007,6,21.1,12.4,65,0.11,83.8
Haa,2007,7,20.4,14.4,74,0.1,159.4
Haa,2007,8,22.6,14.1,74,0.81,101.8
Haa,2007,9,19.7,11.4,77,0.63,178.4
Haa,2007,10,18.6,6.8,70,0.73,17.8
Haa,2007,11,16.3,-1,51,0.87,2.4
Haa,2007,12,14.6,-6.8,64,1.06,0
Haa,2008,1,12.3,-7.2,64,1.24,11.8
Haa,2008,2,11.1,-6.2,58,1.48,0
Haa,2008,3,15,0.3,56,1.4,44.4
Haa,2008,4,16.9,4.9,61,1.41,45.9
Haa,2008,5,19.3,8,57,1.15,30.4
Haa,2008,6,20.6,12.3,71,0.75,183.5
Haa,2008,7,22,14.6,74,0.76,179.3
Haa,2008,8,20.8,13.6,78,0.63,229.6
Haa,2008,9,20.1,10.5,73,0.52,62.2
Haa,2008,10,19.1,2,62,0.69,39.3
Haa,2008,11,18.3,-4,46,0.77,0
Haa,2008,12,14.4,-3.5,50,0.84,0
Haa,2009,1,15.1,-6.4,61,1.03,0
Haa,2009,2,15.1,-4.6,48,1.28,10.1
Haa,2009,3,14.4,-0.2,55,1.24,31.3
Haa,2009,4,18.3,4.6,59,1.38,42
Haa,2009,5,19,6.1,63,0.98,195.5
Haa,2009,6,21.6,11.8,67,1.01,65.1
Haa,2009,7,24,14.5,68,0.97,85
Haa,2009,8,21,13.2,75,0.7,159.6
Haa,2009,9,20.7,10.4,75,0.61,67.4
Haa,2009,10,18.9,3.3,66,0.72,164.7
Haa,2009,11,16.5,-2.6,50,0.9,3.1
Haa,2009,12,13,-4.6,68,0.98,0
Haa,2010,1,14.32258065,-8.403225806,55.77419355,0.8967741935,0
Haa,2010,2,12.875,-5.321428571,67,1.221428571,15.4
Haa,2010,3,16.62903226,1.064516129,60.51612903,1.370967742,43.3
Haa,2010,4,18.53333333,4.5,62.9,1.461333333,49.1
Haa,2010,5,19,8.14516129,64.87096774,1.151612903,93.1
Haa,2010,6,20.4,11.63333333,71.56666667,0.9133333333,222.7
Haa,2010,7,21.96774194,13.20967742,78.4516129,0.8161290323,209.9
Haa,2010,8,21.62903226,13.16129032,79.16129032,0.7806451613,170.4
Haa,2010,9,20,10.96551724,76.44827586,0.6655172414,113.9
Haa,2010,10,17.72580645,4.516129032,73.93548387,0.6933333333,46.7
Haa,2010,11,14.86666667,0.9833333333,66.96428571,0.8633333333,0
Haa,2010,12,14.69565217,-6.666666667,54.33333333,0.8695652174,0
Haa,2011,1,10.20967742,-6.629032258,65.48387097,1.119032258,0
Haa,2011,2,12.94642857,-4.678571429,61.10714286,1.188571429,17.4
Haa,2011,3,14.67741935,-1.548387097,64.93548387,1.439032258,14.7
Haa,2011,4,16.6,2.916666667,68.76666667,1.356666667,40.9
Haa,2011,5,19.29032258,8.548387097,75.90322581,1.099677419,54.7
Haa,2011,6,21.06666667,12.38333333,67.76666667,1.042,148.1
Haa,2011,7,20.4516129,14.77419355,75.87096774,0.8448387097,110.9
Haa,2011,8,21.38709677,13.37096774,72.96774194,0.8087096774,180.7
Haa,2011,9,19.95,10.66666667,73.86666667,0.5903333333,164.7
Haa,2011,10,18.22580645,3.709677419,68.32258065,0.9309677419,23.2
Haa,2011,11,14.35,0.2,60.66666667,0.909,5.3
Haa,2011,12,11.82258065,-3.483870968,59.77419355,1.048387097,0
Haa,2012,1,8.387096774,-7.403225806,65.93548387,1.038709677,25.6
Haa,2012,2,11.89655172,-4.344827586,65.62068966,1.596551724,0
Haa,2012,3,13.69354839,0.7096774194,60.61290323,1.577419355,13.3
Haa,2012,4,14.13333333,5.25,62.43333333,1.493333333,80.7
Haa,2012,5,17.87096774,7.080645161,60.67741935,1.3,25.3
Haa,2012,6,21.58333333,12.95,73,1.143333333,61.1
Haa,2012,7,22.22580645,14.38709677,75.19354839,0.8096774194,149.1
Haa,2012,8,22.82258065,12.96774194,72.5483871,0.9,155.3
Haa,2012,9,20.81666667,10.73333333,74.1,0.75,121.6
Haa,2012,10,17.24193548,1.64516129,63.90322581,0.9451612903,15.7
Haa,2012,11,15.53333333,-4.6,42.63333333,0.95,0
Haa,2012,12,13.80645161,-6.451612903,66,1.019354839,0
Haa,2013,1,11,-7.5,65.32258065,1.000322581,0
Haa,2013,2,13.78571429,-4.785714286,59.39285714,0.9714285714,3.8
Haa,2013,3,15.58064516,0.3225806452,53.38709677,1.374193548,33.4
Haa,2013,4,15.35,3.9,61.33333333,1.363333333,48.4
Haa,2013,5,18.87096774,8.790322581,60.35483871,1.364516129,105.6
Haa,2013,6,21.53333333,12,65.23333333,1.036666667,78.9
Haa,2013,7,22.03225806,13.88709677,71.32258065,1.190322581,136.1
Haa,2013,8,21.82258065,11.25806452,69.38709677,1.283870968,188.7
Haa,2013,9,20.73333333,9.233333333,68.46666667,0.84,59.8
Haa,2013,10,16.87096774,4.580645161,65.35483871,0.8129032258,138.4
Haa,2013,11,15.48333333,-3.733333333,54.96666667,0.9379310345,0
Haa,2013,12,12.87096774,-6.016129032,51.51612903,1.061290323,0
Haa,2014,1,12.74193548,-7.64516129,58.19354839,1.035483871,0
Haa,2014,2,11.76785714,-4.946428571,49.89285714,1.417857143,0
Haa,2014,3,13.91935484,-1.274193548,52.90322581,1.374193548,23.4
Haa,2014,4,16,1.653846154,58.36666667,1.428571429,29.7
Haa,2014,5,18.6,7.475,78,1.303666667,133.5
Haa,2014,6,21.08333333,11.51666667,63.6,1.046666667,91.6
Haa,2014,7,21.74193548,13.37096774,67.32258065,0.8193548387,194.4
Haa,2014,8,20.29032258,12.83870968,73.67741935,0.8483870968,166.8
Haa,2014,9,19.06666667,9.883333333,70.03333333,0.7466666667,127.3
Haa,2014,10,17.09677419,2.612903226,60.03225806,1.064516129,19.9
Haa,2014,11,14.53333333,0.45,50.33333333,1.26,0
Haa,2014,12,12.38709677,-4.112903226,55.16129032,0.8935483871,19
Haa,2015,1,10.80645161,-6.887096774,64.35483871,1.103225806,4
Haa,2015,2,12.05357143,-4.392857143,62.96428571,1.325357143,32
Haa,2015,3,13.96774194,-0.9838709677,59.74193548,1.350645161,60.5
Haa,2015,4,13.85,3.866666667,72.3,1.413333333,119.1
Haa,2015,5,17.59677419,8.838709677,80.16129032,1.457741935,71.2
Haa,2015,6,19.05,10.75,64.9,0.8533333333,138.8
Haa,2015,7,20.27419355,11.09677419,75.93548387,0.5451612903,206.4
Haa,2015,8,19.61290323,11.72580645,73.22580645,0.5451612903,215
Haa,2015,9,19.4,10.81666667,73.93333333,0.4833333333,153
Haa,2015,10,16.35483871,3.306451613,61,0.6516129032,36.7
Haa,2015,11,13.93333333,0.1,46.51724138,1.033333333,0
Haa,2015,12,10.77419355,-6.241935484,47.03448276,0.9741935484,0
Haa,2016,1,9.370967742,-5.758064516,54.5483871,1.187096774,0
Haa,2016,2,12,-1.465517241,58.27586207,1.537931034,3.8
Haa,2016,3,13.74193548,0.2903225806,53.58064516,1.564516129,70.1
Haa,2016,4,16.5,4.766666667,56.76666667,1.696666667,44.9
Haa,2016,5,17.06451613,7.64516129,61.64516129,1.064516129,82.2
Haa,2016,6,19.6,12.48333333,64.9,0.8533333333,84.2
Haa,2016,7,18.83870968,14.32258065,75.93548387,0.5451612903,266.1
Haa,2016,8,22.11290323,12.29032258,73.22580645,0.5451612903,131.5
Haa,2016,9,17.98333333,12.56666667,73.93333333,0.4833333333,157.1
Haa,2016,10,16.01612903,7.177419355,61,0.6516129032,116.2
Haa,2016,11,15.55,-2.416666667,46.51724138,1.033333333,0
Haa,2016,12,14.27419355,-4.483870968,47.03448276,0.9741935484,0
Haa,2017,1,10.90322581,-6.580645161,60.29032258,1.035483871,8.1
Haa,2017,2,13.08928571,-3,48.67857143,1.525,0.5
Haa,2017,3,11.64516129,-0.1166666667,68.90322581,1.635806452,67.1
Haa,2017,4,15.73333333,4.466666667,68.6,1.469666667,81.3
Haa,2017,5,17.43548387,8.596774194,73.09677419,1.15,99.8
Haa,2017,6,20.25,11.93333333,63.7,0.97,81.9
Haa,2017,7,19.85483871,14.08064516,76.58064516,0.6032258065,197.8
Haa,2017,8,19.90322581,14.20967742,73.22580645,0.5451612903,153.4
Haa,2017,9,18.86666667,12.33333333,74.3,0.6033333333,150.3
Haa,2017,10,16.5,6.903225806,64.22580645,0.7884898,22.1
Haa,2017,11,13.9,-2.333333333,41.8,0.81179998,0.7
Haa,2017,12,12.87096774,-5.693548387,41.51612903,0.48914565,0
Haa,2018,1,10.67741935,-6.580645161,58.09677419,1.182548387,2.7
Haa,2018,2,12.125,-2.660714286,51.21428571,1.471964286,7.9
Haa,2018,3,12.74193548,0.1774193548,55.86666667,1.488129032,51
Haa,2018,4,14.35,4.783333333,59.3,1.180733333,45.6
Haa,2018,5,15.91935484,8.451612903,66.29032258,1.026387097,57.3
Haa,2018,6,19.73333333,13.11666667,68.16666667,0.7844333333,71
Haa,2018,7,20.37096774,14.85483871,70.48387097,0.6254516129,192.5
Haa,2018,8,19.73333333,14.4,73.96774194,0.5046774194,170.5
Haa,2018,9,19.18333333,11.73333333,66,0.7506666667,60.4
Haa,2018,10,15.35483871,2.35483871,63,0.9177741935,5.9
Haa,2018,11,13.3,-2.333333333,44,1.159433333,1
Haa,2018,12,9.758064516,-6.75,56,0.8776774194,10
Haa,2019,1,9.016129032,-8.096774194,68,0.8961290323,3.3
Haa,2019,2,9.339285714,-3.946428571,66.82142857,1.088928571,38.3
Haa,2019,3,11.70967742,-1,59.58064516,1.438064516,44.5
Haa,2019,4,15.78333333,5.35,59.63333333,1.189666667,53.6
Haa,2019,5,17.61290323,9.548387097,57.06451613,1.309354839,56.4
Haa,2019,6,19.98333333,11.58333333,63.66666667,0.9173333333,40.4
Haa,2019,7,19.87096774,13.66129032,70.5483871,0.6564516129,248
Haa,2019,8,21.19677419,13.87096774,69.25806452,0.7016129032,147.5
Haa,2019,9,18.2,12.58333333,72.16666667,0.4556666667,153.7
Haa,2019,10,15.62903226,5.85483871,62.09677419,0.7451612903,9.2
Haa,2019,11,15.16666667,0.1666666667,50.5,0.975,0
Haa,2019,12,9.580645161,-5.338709677,49.4516129,0.9435483871,1.4
Haa,2020,1,8.033333333,-6.433333333,57,0.9823333333,33.7
Haa,2020,2,9.706896552,-3.948275862,63.68965517,1.185862069,15.6
Haa,2020,3,11.62580645,-0.06451612903,54.22580645,1.354516129,30
Haa,2020,4,13.35,3.533333333,62.8,1.16,76.8
Haa,2020,5,16.01612903,8.193548387,61.90322581,0.9361290323,111.4
Haa,2020,6,18.91666667,12.55,68.73333333,0.6323333333,164.8
Haa,2020,7,18.53225806,14.77419355,81.06451613,0.4158064516,232.2
Haa,2020,8,21.14285714,14.01724138,70.31034483,0.6375,159.2
Haa,2020,9,18.6,13.06666667,74.7,0.4793333333,102.1
Haa,2020,10,17.74193548,6.467741935,62.90322581,0.6190322581,48.1
Haa,2020,11,13.58333333,-2.833333333,42.56666667,0.791,0.6
Haa,2020,12,11.75806452,-4.338709677,50.80645161,0.9167741935,0.3
Haa,2021,1,11.12903226,-3.741935484,58.5483871,1.017419355,0.4
Haa,2021,2,10.48214286,-3.071428571,52.32142857,1.104285714,3.4
Haa,2021,3,12.0483871,0.5,56.48387097,1.193548387,39.6
Haa,2021,4,15,1.383333333,55.8,1.34,54.8
Haa,2021,5,15.09677419,8.467741935,67.96774194,0.8690322581,98.2
Haa,2021,6,19.26666667,12.96666667,91.86666667,0.651,101.6
Haa,2021,7,19.16451613,15.24193548,79.32258065,0.4009677419,183.1
Haa,2021,8,18.85483871,14.25806452,76.4516129,0.3419354839,153.3
Haa,2021,9,19.2,11.61666667,70.4,0.4146666667,141.7
Haa,2021,10,16.48387097,6.629032258,69.83870968,0.4919354839,179.7
Haa,2021,11,12.95,-0.5666666667,58.63333333,0.7946666667,0
Haa,2021,12,10.30645161,-5.048387097,54.38709677,0.7003225806,24.6
Kanglung,2000,1,13.8,2.3,64,0.76,9
Kanglung,2000,2,13.6,1.7,65,0.92,19.8
